fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,id
7.2,0.18,0.31,1.1,0.045,20.0,73.0,1827
8.4,0.19,0.43,2.1,0.052,20.0,104.0,1828
7.4,0.45,0.32,7.1,0.044,17.0,117.0,1829
6.7,0.26,0.29,7.1,0.036,28.0,100.0,1830
8.3,0.18,0.3,1.1,0.033,20.0,57.0,1831
5.5,0.24,0.32,8.7,0.06,19.0,102.0,1832
6.2,0.2,0.26,1.1,0.047,42.0,119.0,1833
6.8,0.33,0.44,7.0,0.05,29.0,155.0,1834
6.4,0.23,0.35,10.3,0.042,54.0,140.0,1835
7.0,0.31,0.52,1.7,0.029,5.0,61.0,1836
7.2,0.18,0.45,4.4,0.046,57.0,166.0,1837
4.7,0.335,0.14,1.3,0.036,69.0,168.0,1838
6.9,0.32,0.13,7.8,0.042,11.0,117.0,1839
6.6,0.19,0.28,1.1,0.044,38.0,100.0,1840
7.2,0.43,0.24,6.7,0.058,40.0,163.0,1841
7.0,0.29,0.54,10.7,0.046,59.0,234.0,1842
8.3,0.14,0.34,1.1,0.042,7.0,47.0,1843
7.4,0.16,0.49,1.2,0.055,18.0,150.0,1844
6.1,0.105,0.31,1.3,0.037,55.0,145.0,1845
6.1,0.25,0.48,15.8,0.052,25.0,94.0,1846
7.9,0.18,0.33,1.2,0.033,20.0,72.0,1847
6.7,0.3,0.5,12.1,0.045,38.0,127.0,1848
7.1,0.12,0.3,3.1,0.018,15.0,37.0,1849
6.8,0.21,0.26,11.7,0.038,61.0,152.0,1850
6.6,0.22,0.23,17.3,0.047,37.0,118.0,1851
7.6,0.48,0.31,9.4,0.046,6.0,194.0,1852
6.5,0.29,0.31,1.7,0.035,24.0,79.0,1853
7.0,0.28,0.33,14.6,0.043,47.0,168.0,1854
6.8,0.27,0.29,4.6,0.046,6.0,88.0,1855
8.0,0.27,0.33,1.2,0.05,41.0,103.0,1856
6.8,0.19,0.32,7.6,0.049,37.0,107.0,1857
6.2,0.25,0.38,7.9,0.045,54.0,208.0,1858
6.7,0.31,0.32,14.5,0.038,6.0,79.0,1859
6.0,0.28,0.27,15.5,0.036,31.0,134.0,1860
7.0,0.16,0.32,8.3,0.045,38.0,126.0,1861
7.6,0.29,0.42,1.3,0.035,18.0,86.0,1862
6.6,0.3,0.25,8.0,0.036,21.0,124.0,1863
7.0,0.48,0.12,4.5,0.05,23.0,86.0,1864
6.6,0.37,0.24,2.0,0.064,23.0,120.0,1865
5.9,0.24,0.3,2.0,0.033,28.0,92.0,1866
5.0,0.44,0.04,18.6,0.039,38.0,128.0,1867
5.6,0.42,0.34,2.4,0.022,34.0,97.0,1868
7.7,0.26,0.4,1.1,0.042,9.0,60.0,1869
6.6,0.17,0.35,2.6,0.03,33.0,78.0,1870
8.0,0.32,0.36,4.6,0.042,56.0,178.0,1871
6.5,0.32,0.23,8.5,0.051,20.0,138.0,1872
7.4,0.21,0.27,7.3,0.031,41.0,144.0,1873
7.1,0.23,0.23,3.5,0.038,23.0,112.0,1874
7.6,0.15,0.4,1.3,0.036,24.0,112.0,1875
6.9,0.19,0.38,1.15,0.023,30.0,105.0,1876
6.7,0.47,0.29,4.75,0.034,29.0,134.0,1877
6.0,0.27,0.27,1.6,0.046,32.0,113.0,1878
7.5,0.18,0.39,1.9,0.054,23.0,91.0,1879
6.2,0.36,0.38,3.2,0.031,20.0,89.0,1880
8.0,0.28,0.42,7.1,0.045,41.0,169.0,1881
7.2,0.17,0.41,1.6,0.052,24.0,126.0,1882
7.1,0.26,0.49,2.2,0.032,31.0,113.0,1883
7.3,0.24,0.29,1.2,0.037,37.0,97.0,1884
6.5,0.27,0.4,10.0,0.039,74.0,227.0,1885
8.1,0.22,0.43,1.5,0.044,28.0,129.0,1886
5.6,0.19,0.31,2.7,0.027,11.0,100.0,1887
6.7,0.25,0.23,7.2,0.038,61.0,220.0,1888
7.3,0.27,0.37,9.7,0.042,36.0,130.0,1889
6.8,0.23,0.48,1.5,0.036,35.0,165.0,1890
5.6,0.19,0.27,0.9,0.04,52.0,103.0,1891
6.4,0.46,0.22,14.7,0.047,51.0,183.0,1892
8.0,0.14,0.33,1.2,0.045,71.0,162.0,1893
7.3,0.19,0.24,6.3,0.054,34.0,231.0,1894
6.7,0.4,0.22,8.8,0.052,24.0,113.0,1895
5.7,0.32,0.5,2.6,0.049,17.0,155.0,1896
7.0,0.28,0.28,1.4,0.039,12.0,83.0,1897
8.2,0.18,0.28,8.5,0.035,41.0,140.0,1898
7.2,0.23,0.39,2.3,0.033,29.0,102.0,1899
7.1,0.34,0.15,1.2,0.053,61.0,183.0,1900
6.6,0.29,0.29,1.8,0.036,38.0,102.0,1901
6.9,0.14,0.38,1.0,0.041,22.0,81.0,1902
6.7,0.41,0.24,5.4,0.035,33.0,115.0,1903
5.9,0.19,0.21,1.7,0.045,57.0,135.0,1904
7.1,0.2,0.31,7.4,0.053,32.0,211.0,1905
6.4,0.3,0.38,7.8,0.046,35.0,192.0,1906
6.7,0.26,0.3,1.8,0.043,25.0,121.0,1907
6.7,0.35,0.48,8.8,0.056,35.0,167.0,1908
7.6,0.21,0.35,1.2,0.041,7.0,106.0,1909
7.6,0.31,0.24,1.8,0.037,39.0,150.0,1910
7.4,0.3,0.32,1.7,0.03,23.0,128.0,1911
7.4,0.19,0.3,1.4,0.057,33.0,135.0,1912
7.2,0.34,0.2,5.8,0.062,52.0,203.0,1913
6.0,0.42,0.41,12.4,0.032,50.0,179.0,1914
6.6,0.25,0.3,1.6,0.046,32.0,134.0,1915
8.5,0.15,0.49,1.5,0.031,17.0,122.0,1916
7.3,0.16,0.35,1.5,0.036,29.0,108.0,1917
6.2,0.31,0.23,3.3,0.052,34.0,113.0,1918
7.6,0.17,0.45,11.2,0.054,56.0,137.0,1919
6.6,0.27,0.25,1.2,0.033,36.0,111.0,1920
5.7,0.21,0.32,0.9,0.038,38.0,121.0,1921
7.3,0.22,0.26,1.5,0.04,32.0,172.0,1922
5.7,0.29,0.16,7.9,0.044,48.0,197.0,1923
7.4,0.26,0.31,7.6,0.047,52.0,177.0,1924
8.0,0.22,0.31,5.6,0.049,24.0,97.0,1925
6.1,0.41,0.24,1.6,0.049,16.0,137.0,1926
6.6,0.25,0.41,7.4,0.043,29.0,151.0,1927
7.4,0.2,0.36,1.2,0.038,44.0,111.0,1928
6.6,0.25,0.51,8.0,0.047,61.0,189.0,1929
6.8,0.24,0.29,2.0,0.044,15.0,96.0,1930
6.9,0.2,0.5,10.0,0.036,78.0,167.0,1931
7.0,0.15,0.28,14.7,0.051,29.0,149.0,1932
6.4,0.22,0.56,14.5,0.055,27.0,159.0,1933
6.4,0.15,0.29,1.8,0.044,21.0,115.0,1934
7.1,0.26,0.34,14.4,0.067,35.0,189.0,1935
7.8,0.21,0.49,1.2,0.036,20.0,99.0,1936
7.4,0.15,0.42,1.7,0.045,49.0,154.0,1937
7.7,0.28,0.39,8.9,0.036,8.0,117.0,1938
6.8,0.18,0.35,5.4,0.054,53.0,143.0,1939
7.7,0.42,0.31,9.2,0.048,22.0,221.0,1940
5.8,0.31,0.32,4.5,0.024,28.0,94.0,1941
6.4,0.26,0.21,7.1,0.04,35.0,162.0,1942
7.7,0.39,0.49,7.7,0.036,11.0,110.0,1943
8.0,0.25,0.26,14.0,0.043,41.0,248.0,1944
6.8,0.22,0.35,5.5,0.043,21.0,114.0,1945
7.5,0.41,0.23,14.8,0.054,28.0,174.0,1946
6.9,0.21,0.49,1.4,0.041,15.0,164.0,1947
6.6,0.42,0.13,12.8,0.044,26.0,158.0,1948
6.1,0.38,0.42,5.0,0.016,31.0,113.0,1949
6.3,0.22,0.33,1.7,0.041,67.0,164.0,1950
7.1,0.16,0.25,1.3,0.034,28.0,123.0,1951
6.1,0.24,0.25,1.6,0.044,24.0,115.0,1952
6.9,0.29,0.23,8.6,0.056,56.0,215.0,1953
6.2,0.18,0.49,4.5,0.047,17.0,90.0,1954
7.0,0.21,0.28,8.7,0.045,37.0,222.0,1955
7.3,0.33,0.22,1.4,0.041,40.0,177.0,1956
7.4,0.19,0.31,14.5,0.045,39.0,193.0,1957
6.9,0.29,0.25,12.2,0.04,29.0,136.0,1958
6.2,0.2,0.32,2.8,0.05,17.0,126.0,1959
7.9,0.22,0.45,14.2,0.038,53.0,141.0,1960
7.8,0.25,0.37,1.0,0.043,10.0,80.0,1961
6.9,0.23,0.32,16.4,0.045,62.0,153.0,1962
6.4,0.31,0.4,6.4,0.039,39.0,191.0,1963
7.2,0.2,0.31,10.0,0.054,49.0,165.0,1964
6.8,0.35,0.53,10.1,0.053,37.0,151.0,1965
7.5,0.38,0.5,12.8,0.042,57.0,184.0,1966
6.4,0.22,0.32,7.2,0.028,15.0,83.0,1967
8.5,0.3,0.28,3.1,0.054,54.0,174.0,1968
7.0,0.46,0.39,6.2,0.039,46.0,163.0,1969
7.0,0.2,0.49,5.9,0.038,39.0,128.0,1970
6.5,0.315,0.2,6.6,0.041,9.0,126.0,1971
6.8,0.21,0.36,18.1,0.046,32.0,133.0,1972
6.3,0.37,0.28,6.3,0.034,45.0,152.0,1973
6.0,0.27,0.26,1.3,0.038,32.0,138.0,1974
7.0,0.17,0.36,6.4,0.055,42.0,123.0,1975
7.3,0.19,0.27,13.9,0.057,45.0,155.0,1976
6.7,0.34,0.26,1.9,0.038,58.0,138.0,1977
7.7,0.28,0.33,6.7,0.037,32.0,155.0,1978
6.1,0.25,0.49,7.6,0.052,67.0,226.0,1979
7.0,0.44,0.24,12.1,0.056,68.0,210.0,1980
6.7,0.27,0.33,3.6,0.034,9.0,45.0,1981
6.8,0.36,0.24,4.6,0.039,24.0,124.0,1982
8.4,0.22,0.28,18.8,0.028,55.0,130.0,1983
6.6,0.32,0.47,15.6,0.063,27.0,173.0,1984
5.0,0.33,0.18,4.6,0.032,40.0,124.0,1985
5.9,0.22,0.18,6.4,0.041,28.0,120.0,1986
7.4,0.19,0.3,12.8,0.053,48.5,229.0,1987
8.0,0.45,0.28,10.8,0.051,25.0,157.0,1988
8.2,0.2,0.38,3.5,0.053,41.0,174.0,1989
6.4,0.31,0.31,12.9,0.045,55.0,161.0,1990
8.7,0.22,0.42,2.3,0.053,27.0,114.0,1991
8.2,0.27,0.39,7.8,0.039,49.0,208.0,1992
5.9,0.3,0.47,7.85,0.03,19.0,133.0,1993
6.9,0.22,0.32,5.8,0.041,20.0,119.0,1994
7.6,0.17,0.35,1.6,0.047,43.0,154.0,1995
7.5,0.33,0.39,12.4,0.065,29.0,119.0,1996
8.1,0.28,0.4,6.9,0.05,30.0,97.0,1997
7.2,0.3,0.26,1.5,0.041,46.0,178.0,1998
7.1,0.31,0.17,1.0,0.042,21.0,144.0,1999
6.7,0.31,0.3,2.4,0.038,30.0,83.0,2000
6.2,0.19,0.38,5.1,0.019,22.0,82.0,2001
6.7,0.24,0.33,12.3,0.046,31.0,145.0,2002
6.6,0.36,0.29,1.6,0.021,24.0,85.0,2003
8.4,0.27,0.46,8.7,0.048,39.0,197.0,2004
6.0,0.29,0.41,10.8,0.048,55.0,149.0,2005
8.1,0.33,0.36,7.4,0.037,36.0,156.0,2006
6.5,0.33,0.28,6.1,0.018,41.0,103.0,2007
6.5,0.18,0.41,14.2,0.039,47.0,129.0,2008
7.3,0.28,0.54,12.9,0.049,62.0,152.0,2009
6.6,0.22,0.53,15.1,0.052,22.0,136.0,2010
6.7,0.31,0.44,6.7,0.054,29.0,160.0,2011
7.4,0.19,0.31,14.5,0.045,39.0,193.0,2012
7.5,0.29,0.31,8.95,0.055,20.0,151.0,2013
6.1,0.23,0.27,9.8,0.055,74.0,134.0,2014
6.9,0.44,0.42,8.5,0.048,10.0,147.0,2015
4.8,0.34,0.0,6.5,0.028,33.0,163.0,2016
6.2,0.3,0.42,2.2,0.036,28.0,128.0,2017
7.1,0.37,0.3,6.2,0.04,49.0,139.0,2018
6.4,0.23,0.35,10.3,0.042,54.0,140.0,2019
6.2,0.32,0.32,2.2,0.036,15.0,70.0,2020
6.4,0.145,0.49,5.4,0.048,54.0,164.0,2021
5.9,0.27,0.29,11.4,0.036,31.0,115.0,2022
7.9,0.28,0.41,2.0,0.044,50.0,152.0,2023
5.0,0.33,0.16,1.5,0.049,10.0,97.0,2024
6.8,0.18,0.3,12.8,0.062,19.0,171.0,2025
7.8,0.26,0.31,3.6,0.025,22.0,100.0,2026
6.6,0.325,0.49,7.7,0.049,53.0,217.0,2027
6.1,0.34,0.46,4.7,0.029,21.0,94.0,2028
7.1,0.31,0.25,11.2,0.048,32.0,136.0,2029
7.4,0.25,0.37,13.5,0.06,52.0,192.0,2030
6.0,0.33,0.2,1.8,0.031,49.0,159.0,2031
8.1,0.34,0.28,7.5,0.04,70.0,230.0,2032
7.4,0.19,0.31,14.5,0.045,39.0,193.0,2033
6.7,0.36,0.26,7.9,0.034,39.0,123.0,2034
7.7,0.28,0.35,15.3,0.056,31.0,117.0,2035
5.7,0.22,0.28,1.3,0.027,26.0,101.0,2036
